name,first_name,last_name,price,above_100
Kim Lowe,Kim,Lowe,192.7758756,True
Samantha Jones,Samantha,Jones,136.3415564,True
Randy Lozano,Randy,Lozano,16.30104965,False
Arthur Chavez,Arthur,Chavez,6.903795238,False
Melissa Miller,Melissa,Miller,162.6066945,True
Leslie Mccormick,Leslie,Mccormick,282.5021066,True
Carlos Rubio,Carlos,Rubio,63.21802404,False
David York,David,York,86.53219266,False
Gabriella Anthony,Gabriella,Anthony,7.638645405,False
Olivia Poole,Olivia,Poole,117.85417199999999,True
Wayne Wilson,Wayne,Wilson,74.67047228,False
Elizabeth Moore,Elizabeth,Moore,267.3988136,True
Janice Campbell,Janice,Campbell,33.4533981,False
Julie Johnson,Julie,Johnson,63.64156782,False
Misty Cantrell,Misty,Cantrell,189.0392091,True
Robert Soto,Robert,Soto,109.0138357,True
Brenda Cowan,Brenda,Cowan,60.84957659,False
Kelly Guerrero,Kelly,Guerrero,259.5112157,True
David Nichols,David,Nichols,19.48524858,False
Kayla Taylor,Kayla,Taylor,186.2356283,True
Antonio Garcia,Antonio,Garcia,125.47721259999999,True
Tyler Cisneros,Tyler,Cisneros,186.58982949999998,True
Jillian Crawford,Jillian,Crawford,158.8172773,True
Karl Pierce,Karl,Pierce,132.7746811,True
Joann Taylor,Joann,Taylor,276.9621962,True
Jennifer Jenkins,Jennifer,Jenkins,59.12858208,False
Nancy Brown,Nancy,Brown,78.87073418,False
Emma Munoz,Emma,Munoz,120.8428757,True
Shawn Galloway,Shawn,Galloway,141.0298622,True
Melissa Mcguire,Melissa,Mcguire,213.08212039999998,True
Bryan Chavez,Bryan,Chavez,125.396156,True
Fernando Salazar,Fernando,Salazar,256.1537305,True
Megan Moore,Megan,Moore,251.34779849999998,True
Robert Williams,Robert,Williams,175.209725,True
Dennis Sanford,Dennis,Sanford,29.45043264,False
Kimberly Herrera,Kimberly,Herrera,154.8076505,True
Gloria Potts,Gloria,Potts,289.1049353,True
Suzanne Barnett,Suzanne,Barnett,8.470995351000001,False
Leah Myers,Leah,Myers,44.5579739,False
Kylie Thomas,Kylie,Thomas,13.45341602,False
Amanda Murphy,Amanda,Murphy,50.55321552,False
Christopher Matthews,Christopher,Matthews,282.3634971,True
Nicole Parks,Nicole,Parks,52.28399767,False
Bobby Martin,Bobby,Martin,205.4899695,True
Kevin Chambers,Kevin,Chambers,121.17110159999999,True
Kimberly Lawson,Kimberly,Lawson,250.2880742,True
Rachel Lopez,Rachel,Lopez,101.8881123,True
Christopher Clay,Christopher,Clay,219.3845088,True
Daniel Martin,Daniel,Martin,0.30019336,False
William Taylor,William,Taylor,66.55747014,False
Steven Johnson,Steven,Johnson,111.293282,True
Daniel Miller,Daniel,Miller,80.57756789,False
Taylor Bryant,Taylor,Bryant,187.6315408,True
Lauren Jones,Lauren,Jones,194.7926312,True
Lindsey Robertson,Lindsey,Robertson,22.73764686,False
Allison Thomas,Allison,Thomas,168.33349750000002,True
Vernon Bishop,Vernon,Bishop,216.1870446,True
Susan Parsons,Susan,Parsons,132.918526,True
Brady Snyder,Brady,Snyder,210.39608629999998,True
Brent Mcgrath,Brent,Mcgrath,174.69835669999998,True
Peter Smith,Peter,Smith,278.60801810000004,True
Deborah Fox,Deborah,Fox,248.12282340000002,True
Heather Collins,Heather,Collins,147.4274074,True
Phillip Meyers,Phillip,Meyers,102.7977472,True
Nicholas Hubbard,Nicholas,Hubbard,275.40083639999995,True
Misty Ramirez,Misty,Ramirez,62.31681444,False
Scott Johnson,Scott,Johnson,85.87388958,False
Jay Nixon,Jay,Nixon,253.46747870000002,True
Tony Hall,Tony,Hall,61.19716522,False
Taylor Smith,Taylor,Smith,41.49264584,False
Mark Reynolds,Mark,Reynolds,70.49794436,False
Marilyn Christensen,Marilyn,Christensen,155.48545330000002,True
Denise Atkins,Denise,Atkins,185.451601,True
Melissa Gonzales,Melissa,Gonzales,228.0025997,True
Henry Hoffman,Henry,Hoffman,229.6628876,True
Daisy Davenport,Daisy,Davenport,59.52753518,False
Christopher Paul,Christopher,Paul,122.7131699,True
Kevin Craig,Kevin,Craig,148.20105159999997,True
Natalie Coleman,Natalie,Coleman,122.14404520000001,True
Jeremy Strickland,Jeremy,Strickland,130.8435662,True
Gary Bonilla,Gary,Bonilla,162.6152534,True
Amanda Richards,Amanda,Richards,236.5957164,True
Heidi Perez,Heidi,Perez,245.17572280000002,True
Robert Johnson,Robert,Johnson,174.69223459999998,True
Gary Mills,Gary,Mills,183.8363212,True
Chelsea Caldwell,Chelsea,Caldwell,16.12083718,False
John Frye,John,Frye,223.27741749999998,True
Michael Strong,Michael,Strong,220.41223219999998,True
Christopher Delgado,Christopher,Delgado,85.78279752,False
Whitney Wallace,Whitney,Wallace,253.45561830000003,True
Rebecca Martinez,Rebecca,Martinez,59.68320226,False
Marissa Mccoy,Marissa,Mccoy,116.9634653,True
Ricky Kerr,Ricky,Kerr,38.99584409,False
Anna Campbell,Anna,Campbell,249.92134040000002,True
Marie Walters,Marie,Walters,73.38808729,False
Robert Martin,Robert,Martin,38.22288302,False
Marc Davis,Marc,Davis,162.2802619,True
James Dixon,James,Dixon,159.37943280000002,True
Vicki Ramirez,Vicki,Ramirez,186.1602427,True
Krista Campbell,Krista,Campbell,161.2338436,True
Lauren Patterson,Lauren,Patterson,170.2123273,True
Megan Clark,Megan,Clark,290.2581556,True
Judy Zimmerman,Judy,Zimmerman,219.58882549999998,True
Joseph Williams MD,Joseph,Williams MD,210.7841859,True
Lori Acevedo,Lori,Acevedo,210.6602899,True
William Taylor,William,Taylor,275.6331763,True
Dawn Snyder,Dawn,Snyder,248.98404169999998,True
Jennifer Simmons,Jennifer,Simmons,80.68353707,False
Alyssa Nunez,Alyssa,Nunez,163.80090019999997,True
Robert Black,Robert,Black,63.92800482,False
Julia Young,Julia,Young,239.2396683,True
Melinda Barnes,Melinda,Barnes,227.2506352,True
Mr. Brett Armstrong,Mr. Brett,Armstrong,154.1341836,True
Erik Stevenson,Erik,Stevenson,246.0040722,True
Daniel George,Daniel,George,34.80089308,False
Lindsey Jones,Lindsey,Jones,197.7020395,True
Virginia Lopez,Virginia,Lopez,227.4255915,True
Andrew Brown,Andrew,Brown,92.88318049,False
Donna Lowery,Donna,Lowery,264.8326094,True
Alexis Andrade,Alexis,Andrade,6.313985183,False
Alyssa Pierce,Alyssa,Pierce,47.74032516,False
Tara Johnson,Tara,Johnson,38.26768696,False
Michael Brady,Michael,Brady,162.0594322,True
James Rhodes,James,Rhodes,51.92414009,False
Pamela Scott,Pamela,Scott,42.43333392,False
Martin Ward,Martin,Ward,170.94982480000002,True
Kristina Hernandez,Kristina,Hernandez,107.69157179999999,True
Robert Bush,Robert,Bush,87.18004191,False
Rebecca Larson,Rebecca,Larson,214.3895725,True
Brittany Watson,Brittany,Watson,190.520018,True
Ryan Ramirez,Ryan,Ramirez,249.7287913,True
Edward Burns,Edward,Burns,87.64996993,False
John Prince,John,Prince,31.73842034,False
Ashley Boyer,Ashley,Boyer,107.6625992,True
James Dean,James,Dean,61.6954542,False
Natalie Gordon,Natalie,Gordon,268.2800094,True
Ryan Smith,Ryan,Smith,136.207813,True
Stephen Thompson,Stephen,Thompson,54.29639714,False
William Delgado,William,Delgado,96.25442517,False
Brian Johnson,Brian,Johnson,124.929208,True
James Patel,James,Patel,216.6056429,True
Allen Rogers,Allen,Rogers,145.4342467,True
Aimee Reyes,Aimee,Reyes,277.6656815,True
Susan Williams,Susan,Williams,255.21535319999995,True
Edward Griffin,Edward,Griffin,108.62052220000001,True
Debra Baker,Debra,Baker,296.5003089,True
Yvette Kramer,Yvette,Kramer,279.9371174,True
Alyssa Williams DVM,Alyssa,Williams DVM,270.8972241,True
John Cunningham,John,Cunningham,173.0242833,True
Dana Gilbert,Dana,Gilbert,86.51917139,False
Stephen Henry,Stephen,Henry,146.15155780000003,True
Bradley James,Bradley,James,137.9824935,True
Melinda Peters,Melinda,Peters,16.83003044,False
Robert Goodman,Robert,Goodman,213.54239840000002,True
Leslie Moore,Leslie,Moore,195.96307990000003,True
Sarah Gray,Sarah,Gray,270.79472880000003,True
Amy Haynes,Amy,Haynes,258.5062773,True
Gary Dean,Gary,Dean,184.425152,True
Jonathan Duran,Jonathan,Duran,224.5361417,True
Elizabeth Ruiz,Elizabeth,Ruiz,124.66944950000001,True
Caitlin Lewis,Caitlin,Lewis,196.3598959,True
Micheal Blackburn,Micheal,Blackburn,10.44317525,False
Sheryl Mccarthy,Sheryl,Mccarthy,159.9519731,True
Lisa Smith,Lisa,Smith,150.9122679,True
Jared Juarez,Jared,Juarez,247.56064569999998,True
Brett Castro,Brett,Castro,217.3328585,True
Jessica Murray,Jessica,Murray,175.30221840000002,True
Austin Coffey,Austin,Coffey,16.25913962,False
Shelly Jacobs,Shelly,Jacobs,3.8567620519999997,False
Elizabeth Logan,Elizabeth,Logan,298.74232810000007,True
Cody Anderson,Cody,Anderson,128.0814967,True
Kayla Wood,Kayla,Wood,256.05287599999997,True
Paul Singh DDS,Paul,Singh DDS,157.9636169,True
James Mays,James,Mays,245.24330719999998,True
Thomas Moore,Thomas,Moore,244.5914982,True
Linda Pacheco,Linda,Pacheco,299.60400699999997,True
Jenny Clark,Jenny,Clark,66.32311808,False
Patrick Guzman,Patrick,Guzman,223.49659810000003,True
Mr. Scott Peters,Mr. Scott,Peters,229.487331,True
John Stevenson,John,Stevenson,23.09927229,False
Kristina Brooks,Kristina,Brooks,154.68058259999998,True
Nancy Aguilar,Nancy,Aguilar,63.38787527,False
Robert Brown,Robert,Brown,132.73295359999997,True
Jessica Williams,Jessica,Williams,255.95815770000002,True
David Brown,David,Brown,290.59448060000005,True
Dorothy Munoz,Dorothy,Munoz,242.56454,True
Jason Lawson,Jason,Lawson,76.09246622,False
James Hall,James,Hall,167.9698314,True
Patricia Carpenter,Patricia,Carpenter,46.08147123,False
Jeff Cardenas,Jeff,Cardenas,64.36052627,False
Michelle Johnson,Michelle,Johnson,19.18945036,False
Frank Madden,Frank,Madden,17.34021424,False
George Tanner,George,Tanner,291.4292653,True
Dylan Johnson,Dylan,Johnson,40.65328581,False
Pamela King,Pamela,King,282.4817647,True
Jesse Frazier,Jesse,Frazier,95.66568525,False
Edward Russell,Edward,Russell,103.2235913,True
Diana Mcdonald,Diana,Mcdonald,183.096436,True
Randy Dawson,Randy,Dawson,192.1441514,True
Jasmine Williams,Jasmine,Williams,286.16923360000004,True
Robert Smith,Robert,Smith,124.219007,True
Sara Young,Sara,Young,183.9944858,True
Samantha Gonzalez,Samantha,Gonzalez,205.5899257,True
Christina Torres,Christina,Torres,286.2681619,True
Maria Bailey,Maria,Bailey,141.9076294,True
Charles Bartlett,Charles,Bartlett,94.22658657,False
Natalie Parker,Natalie,Parker,238.01615890000002,True
Paula Hernandez DDS,Paula,Hernandez DDS,48.88381678,False
Jessica Jenkins,Jessica,Jenkins,14.94777896,False
Drew Henson,Drew,Henson,223.07613089999998,True
Michael Davis,Michael,Davis,17.98090899,False
Ian Ramos,Ian,Ramos,23.68465648,False
Anna Wright,Anna,Wright,235.5824596,True
Ashley Anderson,Ashley,Anderson,74.40865878,False
Jennifer Wright,Jennifer,Wright,298.1278773,True
Nicole Lopez,Nicole,Lopez,67.72888616,False
Tara Ellis,Tara,Ellis,21.92761435,False
Hannah Elliott,Hannah,Elliott,42.35003061,False
Gavin Rodriguez,Gavin,Rodriguez,116.36642420000001,True
Johnny Jackson,Johnny,Jackson,291.5968901,True
Martin Garrett,Martin,Garrett,147.06705559999997,True
Terri Hayes,Terri,Hayes,167.36096730000003,True
Adam Huang,Adam,Huang,260.8409357,True
Carolyn Garner,Carolyn,Garner,104.41065350000001,True
Lisa Lee,Lisa,Lee,130.22025109999998,True
Rodney Escobar,Rodney,Escobar,8.711600244,False
Michael Johnson,Michael,Johnson,144.5450063,True
Michelle Carter DVM,Michelle,Carter DVM,55.94822858,False
John Dunn,John,Dunn,81.5436983,False
Terry Pierce,Terry,Pierce,297.86618239999996,True
David Buck,David,Buck,258.79109040000003,True
Jennifer Newman,Jennifer,Newman,149.30963630000002,True
Cynthia Lee,Cynthia,Lee,246.5934196,True
Sylvia Clark,Sylvia,Clark,299.52523510000003,True
Joseph Taylor,Joseph,Taylor,86.08285036,False
Kathleen Barton,Kathleen,Barton,37.42180870000001,False
Michael Harris Jr.,Michael,Harris Jr.,52.86340979,False
Eric Benson,Eric,Benson,172.1967218,True
Curtis Butler,Curtis,Butler,44.51322087,False
Brittany Le,Brittany,Le,51.04878875,False
Jeremiah Sims,Jeremiah,Sims,101.161794,True
David Davis,David,Davis,290.4227547,True
Tiffany Bond,Tiffany,Bond,181.4895479,True
Patricia Chen,Patricia,Chen,61.60059465,False
William Crawford,William,Crawford,181.76037490000002,True
Christina Roberts,Christina,Roberts,29.28680092,False
Jerome Scott,Jerome,Scott,232.1441336,True
Jeffery Walker,Jeffery,Walker,272.0840276,True
Todd Alvarez,Todd,Alvarez,212.17336319999998,True
John Henry,John,Henry,223.9911858,True
James Miles,James,Miles,156.36757780000002,True
Michael Downs,Michael,Downs,31.19720611,False
Kayla Wheeler,Kayla,Wheeler,6.095911005,False
Charles Martin,Charles,Martin,161.27522869999999,True
Harold Bennett,Harold,Bennett,135.04235500000001,True
Michael Swanson,Michael,Swanson,200.39235280000003,True
Janet Mcdonald,Janet,Mcdonald,79.80353707,False
Brett Willis,Brett,Willis,244.40641150000002,True
Jacob Smith,Jacob,Smith,27.92322882,False
Alexa Webb,Alexa,Webb,167.5688585,True
Louis Klein,Louis,Klein,40.12200004,False
Tony Yu,Tony,Yu,15.74238645,False
Lisa Goodman,Lisa,Goodman,121.07840959999999,True
Kimberly Hernandez,Kimberly,Hernandez,36.97352302,False
Phillip Friedman,Phillip,Friedman,145.84183080000003,True
Brian Lam,Brian,Lam,2.900394487,False
Kristin Wilkins,Kristin,Wilkins,251.8510287,True
Joshua Lynch,Joshua,Lynch,188.87811100000002,True
Blake Mclaughlin,Blake,Mclaughlin,276.65121569999997,True
Billy Olsen,Billy,Olsen,10.00480704,False
Shawn Brock,Shawn,Brock,179.61580859999998,True
Danielle Jones,Danielle,Jones,222.69520759999997,True
Jim Gomez,Jim,Gomez,60.12919733,False
Sabrina Henderson,Sabrina,Henderson,178.7453853,True
David Pennington,David,Pennington,245.3184012,True
Deborah Williams,Deborah,Williams,137.015971,True
Stephanie Bowman,Stephanie,Bowman,227.0047204,True
Joseph Frazier,Joseph,Frazier,176.45330230000002,True
Ryan Mclaughlin,Ryan,Mclaughlin,249.86437599999996,True
Tony Hall,Tony,Hall,135.8550959,True
Timothy Martin,Timothy,Martin,289.2653637,True
John Obrien,John,Obrien,261.8481216,True
Barbara Johnson,Barbara,Johnson,53.80589508,False
Brandon Marshall,Brandon,Marshall,139.84778269999998,True
Carrie Miller,Carrie,Miller,11.55550873,False
Samantha Dean,Samantha,Dean,261.61934069999995,True
Jamie Wilson,Jamie,Wilson,87.74932378,False
Carlos Acosta,Carlos,Acosta,236.6035296,True
Amy Bennett,Amy,Bennett,228.74945780000002,True
Dominique Wells,Dominique,Wells,116.64359540000001,True
Sarah Bright,Sarah,Bright,237.51607830000003,True
Michael Barton,Michael,Barton,111.5883392,True
Rebecca Anderson,Rebecca,Anderson,172.3062642,True
Megan Riggs,Megan,Riggs,31.41542458,False
Whitney Andrews,Whitney,Andrews,44.1176993,False
Catherine Jones,Catherine,Jones,127.0135122,True
William Andrews,William,Andrews,236.21807630000004,True
Kathleen Edwards,Kathleen,Edwards,158.32395380000003,True
Roger Frost,Roger,Frost,220.46888739999997,True
Justin Johnson,Justin,Johnson,255.8491608,True
Valerie Young,Valerie,Young,265.1702577,True
Samantha Perez,Samantha,Perez,239.94697969999999,True
Devin Allen,Devin,Allen,72.15833791,False
Stephanie Little,Stephanie,Little,238.9238728,True
Melanie Miller,Melanie,Miller,27.5070475,False
Erica Beck,Erica,Beck,2.4085263969999997,False
Toni Dunn,Toni,Dunn,168.37336200000001,True
Eric Dunn,Eric,Dunn,211.89758909999998,True
David Jackson,David,Jackson,169.3550529,True
Melanie Gates,Melanie,Gates,94.66629008,False
Heather Pierce,Heather,Pierce,17.41061969,False
Jordan Lewis,Jordan,Lewis,153.01461740000002,True
Michele Johnson,Michele,Johnson,255.7149801,True
Samantha Ryan,Samantha,Ryan,249.4925261,True
Christopher Hudson,Christopher,Hudson,201.9997518,True
Zachary Williams,Zachary,Williams,106.59921640000002,True
Donna Davis,Donna,Davis,66.72879991,False
Jordan Erickson,Jordan,Erickson,237.7720748,True
Christopher Nolan,Christopher,Nolan,88.74278259999998,False
Evelyn Hanna,Evelyn,Hanna,11.36458787,False
Jason Johnson,Jason,Johnson,250.23147020000002,True
Barbara Caldwell,Barbara,Caldwell,224.7115849,True
Ronald Huff,Ronald,Huff,7.2205434639999995,False
Holly Norris,Holly,Norris,216.2305109,True
Derrick Carter,Derrick,Carter,11.83791299,False
Kenneth Golden,Kenneth,Golden,285.8508169,True
Grace Edwards,Grace,Edwards,70.08655795,False
Jonathan Rios,Jonathan,Rios,57.71259736,False
Mackenzie Miller,Mackenzie,Miller,265.5941732,True
Tammy Taylor,Tammy,Taylor,138.8559857,True
Reginald King,Reginald,King,207.33056059999998,True
Matthew Fletcher,Matthew,Fletcher,130.5591612,True
Elizabeth Jordan,Elizabeth,Jordan,177.7124355,True
Sally Santiago,Sally,Santiago,45.11902986,False
James Johnson,James,Johnson,12.89573538,False
Jason Saunders,Jason,Saunders,242.8437386,True
Carol Hernandez,Carol,Hernandez,4.6243706410000005,False
Kendra Dawson,Kendra,Dawson,291.5212704,True
James Hess DDS,James,Hess DDS,58.42698092,False
Michael Stokes,Michael,Stokes,25.51886602,False
Jeffrey Martinez,Jeffrey,Martinez,147.6903791,True
Joseph Bell,Joseph,Bell,102.9874282,True
Pamela Black,Pamela,Black,140.71938899999998,True
Robert Jordan,Robert,Jordan,100.4711011,True
Kathy Baker,Kathy,Baker,263.5511899,True
